No,시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료,경도,위도,상태
71,거북이운동센터,곽정익,043-221-5526,충청북도 청주시 상당구 중고개로 285 4층(금천동),3명,330 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활체육교실,14:00 ~ 14:40,목,곽정익,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000",127.507947422092,36.6280269993475,정좌표
72,거북이운동언어심리센터,곽정익,043-848-5526,충청북도 충주시 동수2길 45 3층,2명,310 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 우리모두 몸짱(헬스),13:00 ~ 13:40,화,"곽정익,,장영재",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000",127.939041288759,36.9862436737553,정좌표
73,거북이운동언어심리센터,곽정익,043-848-5526,충청북도 충주시 동수2길 45 3층,2명,310 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 기타",[12월] 으라차차(역도),13:00 ~ 13:40,월,곽정익,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000",127.939041288759,36.9862436737553,정좌표
74,거북이운동언어심리센터,곽정익,043-848-5526,충청북도 충주시 동수2길 45 3층,2명,310 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활운동교실,14:00 ~ 14:40,금,"곽정익,,장영재",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000",127.939041288759,36.9862436737553,정좌표
75,거산MMA태권도장,진민석,02-3275-1212,서울시 서대문구 세검정로 89 MKA빌딩 2층,1명,100 ㎡,복싱,지체,[12월] 격투기,13:00 ~ 16:00,"월,화,수,목,금",진민석,2020.12.01 ~ 2020.12.10,미지원,,"130,000",126.94865643361,37.5957631955392,정좌표
76,거산MMA태권도장,진민석,02-3275-1212,서울시 서대문구 세검정로 89 MKA빌딩 2층,1명,100 ㎡,복싱,지체,[12월] 격투기,14:00 ~ 15:00,화,진민석,2020.12.01 ~ 2020.12.10,미지원,,"130,000",126.94865643361,37.5957631955392,정좌표
77,거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 뉴스포츠,11:00 ~ 12:00,토,김동현,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000",128.646126126488,34.8693970910713,정좌표
78,거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,배드민턴,"지체, 청각/언어, 지적/자폐",[12월] 배드민턴반,15:30 ~ 16:30,월,김정숙,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000",128.646126126488,34.8693970910713,정좌표
79,거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 수영반,17:00 ~ 18:00,화,강상욱,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000",128.646126126488,34.8693970910713,정좌표
80,거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,기타종목,"청각/언어, 지적/자폐",[12월] 씨름반,15:00 ~ 16:00,수,"한유란,,조아현,,이다현",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000",128.646126126488,34.8693970910713,정좌표
81,거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구반,14:00 ~ 16:00,"월,수",이상도,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000",128.646126126488,34.8693970910713,정좌표
82,거제시체육회 수영장,김환중,055-682-7331,경남 거제시 장승로 145 거제문화예술회관 별관2층,명, ㎡,수영,기타,[12월] 수영,10:00 ~ 10:50,"월,화,수,목,금",박동인,2020.12.01 ~ 2020.12.10,미지원,,"65,000",128.723967585264,34.8671539179517,정좌표
83,거제시체육회 수영장,김환중,055-682-7331,경남 거제시 장승로 145 거제문화예술회관 별관2층,명, ㎡,수영,기타,[12월] 수영강습,16:00 ~ 16:50,"화,수,목,금",신수철,2020.12.01 ~ 2020.12.10,미지원,,"65,000",128.723967585264,34.8671539179517,정좌표
84,건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,골프,"지체, 시각, 지적/자폐",[12월] 그라운드골프교실,09:00 ~ 18:00,"수,금",고영아,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.380415239212,34.7937035566828,정좌표
85,건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 지적/자폐",[12월] 뉴스포츠교실,09:00 ~ 18:00,"월,수",김형건,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.380415239212,34.7937035566828,정좌표
86,건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 댄스스포츠교실,09:00 ~ 18:00,"화,목",도순애,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.380415239212,34.7937035566828,정좌표
87,건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐",[12월] 라인댄스교실,09:00 ~ 18:00,"화,목",도순애,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.380415239212,34.7937035566828,정좌표
88,건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 시각, 청각/언어",[12월] 웨이트트레이닝교실,09:00 ~ 18:00,"월,수",김형건,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.380415239212,34.7937035566828,정좌표
89,건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 시각, 청각/언어",[12월] 재활필라테스교실,09:00 ~ 18:00,"화,목",도순애,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.380415239212,34.7937035566828,정좌표
90,건강활동지원협동조합,강양훈,061-272-1333,전라남도 목포시 영산로 413-1 영신관 1층(상동),5명,176 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 오전반) 소도구를 이용한 신체기능개선 운동프로그램,11:00 ~ 11:50,"월,화,수,목,금",하주호,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",126.409377013785,34.8076264646756,정좌표
91,건강활동지원협동조합,강양훈,061-272-1333,전라남도 목포시 영산로 413-1 영신관 1층(상동),5명,176 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 오후반) 소도구를 이용한 신체기능개선 운동프로그램,15:00 ~ 15:50,"월,화,수,목,금",하주호,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",126.409377013785,34.8076264646756,정좌표
92,검수원검도관,박유일,02-312-6343,서울특별시 서대문구 북아현로4길 2 지층(북아현동),2명,88 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 검도교실,15:00 ~ 16:00,"월,화,수,목,금","박유일,,이수정",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"130,000",126.95681032594,37.5592300395471,정좌표
93,검수원검도관,박유일,02-312-6343,서울특별시 서대문구 북아현로4길 2 지층(북아현동),2명,88 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 검도교실,16:30 ~ 17:30,"월,화,수,목,금","박유일,,이수정",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"130,000",126.95681032594,37.5592300395471,정좌표
94,검수원검도관,박유일,02-312-6343,서울특별시 서대문구 북아현로4길 2 지층(북아현동),2명,88 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 검도교실,18:30 ~ 19:30,"월,화,수,목,금","박유일,,이수정",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"130,000",126.95681032594,37.5592300395471,정좌표
95,경남태권도체육관,최미진,055-355-8905,경상남도 밀양시 가곡7길 9 경남태권도체육관(가곡동),1명,218 ㎡,태권도,"지체, 청각/언어",[12월] 태권도,16:00 ~ 22:00,"월,화,수,목,금",이형철,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000",128.767071033938,35.4744101606796,정좌표
96,경산수영장,경산시장,053-810-5467,경상북도 경산시 장산로 201 (상방동),0명,3791 ㎡,수영,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 경산수영장 수영,08:00 ~ 21:00,"월,화,수,목,금,토","윤웅진,외,9인",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","60,000",128.747259023796,35.8208610162582,정좌표
97,경원태권도장,이기훈,031-844-3989,경기도 의정부시 태평로145번길 42 경원태권도장(의정부동),1명,165 ㎡,태권도,"지적/자폐, 기타",[12월] 경원태권도,18:30 ~ 19:30,"월,화,수,목,금",노재동,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.048241866258,37.7453886023062,정좌표
98,경주시장애인종합복지관(경주시장애인체육관),유병윤,054-777-0545,경상북도 경주시 유림로5번길 99-11 장애인체육관 2층(황성동),1명,130061 ㎡,농구,"지적/자폐, 뇌병변",[12월] 농구교실,16:00 ~ 18:00,월,이진길,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","80,000",129.218383945954,35.8803147400218,정좌표
99,경주시장애인종합복지관(경주시장애인체육관),유병윤,054-777-0545,경상북도 경주시 유림로5번길 99-11 장애인체육관 2층(황성동),1명,130061 ㎡,배드민턴,"지체, 청각/언어, 뇌병변, 기타",[12월] 휠스배드민턴 교실,10:00 ~ 12:00,화,이진길,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","80,000",129.218383945954,35.8803147400218,정좌표
100,경희대 수덕태권도,오상무,044-862-8808,세종특별자치시 조치원읍 충현로 159 욱일아파트 상가2층 경희대수덕태권도(욱일아파트),2명,100 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,15:30 ~ 14:30,"월,화,수,목,금","오상무관장님,,오세열사범님",2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역","120,000",127.293776173397,36.6025312574661,정좌표
101,경희대대한민국태권도,심선보,031-855-1952,경기도 의정부시 백석로68번길 27 호원프라자 3층 경희대석사 대한민국태권도,2명,45 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,14:00 ~ 20:55,"월,화,수,목,금",심선보,2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,주출입구 단차없음","130,000",127.04606138048,37.7285006942622,정좌표
102,경희대웅비태권도,이준호,02-222-4747,충청북도 청주시 상당구 교서로 60 1층,1명,82 ㎡,기타종목,지적/자폐,[12월] 음악줄넘기,14:00 ~ 20:00,"월,화,수,목,금",정두리,2020.12.01 ~ 2020.12.10,지원,,"80,000",127.485945239585,36.6420391466768,정좌표
103,경희대웅비태권도,이준호,02-222-4747,충청북도 청주시 상당구 교서로 60 1층,1명,82 ㎡,태권도,지적/자폐,[12월] 태권도,14:00 ~ 20:00,"월,화,수,목,금",정두리,2020.12.01 ~ 2020.12.10,지원,,"80,000",127.485945239585,36.6420391466768,정좌표
104,계명대 도복사랑 태권도,서범길,054-7933-9279,"경상북도 구미시 문장로 111 도량 롯데캐슬 상가 2층(도량동, 도량 롯데캐슬 골드파크)",2명,165 ㎡,태권도,"지체, 청각/언어, 지적/자폐","[12월] 태권도, 줄넘기, 학교체육",14:00 ~ 17:30,"월,화,수,목,금,토","서범길,관장,,박민지,사범",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","130,000",128.331208807629,36.1430813808947,정좌표
105,계명대효신태권도,최영곤,053-643-2626,대구광역시 달서구 상화북로 196 상가 105동 201호(상인동.제림아파트),1명,160116 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도 ,04:00 ~ 10:00,"월,화,수,목,금",최영곤,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"130,000",128.547973038641,35.8127710656466,정좌표
106,계명대효신태권도,최영곤,053-643-2626,대구광역시 달서구 상화북로 196 상가 105동 201호(상인동.제림아파트),1명,160116 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도교실,04:00 ~ 10:00,"월,화,수,목,금",최영곤,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"130,000",128.547973038641,35.8127710656466,정좌표
107,계명석사태권도장,김성종,054-463-5998,경상북도 구미시 박정희로 155 201동 401호 402호(사곡동),2명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,10:00 ~ 18:00,"월,화,수,목,금","김성종,,박선아",2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,청각장애인 편의서비스","130,000",128.34701850918,36.0918505840956,정좌표
108,계명태권스쿨,이영식,054-832-0364,의성군 의성읍 군청길 19-1 ,명, ㎡,태권도,지체,[12월] 태권도,18:30 ~ 19:30,"월,화,수,목,금",최찬영,2020.12.01 ~ 2020.12.10,지원,,"130,000",128.695983361849,36.3525828575733,정좌표
109,고당산체육관,곽영호,02-973-1405,부산광역시 강서구 공항로1309번길 160-1 고당산,2명,166 ㎡,태권도,지적/자폐,[12월] 태권도,14:30 ~ 15:30,"월,화,수,목,금",곽영호,2020.12.01 ~ 2020.12.10,지원,,"80,000",128.980144000574,35.2156248268267,정좌표
110,고려대강호체육관,신동규,043-838-5557,충청북도 증평군 증평읍 장동길 20 고려대강호체육관,2명,99 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타","[12월] 태권도,스트레칭,요가",09:00 ~ 12:00,"월,화,수,목,금",신동규,2020.12.01 ~ 2020.12.10,지원,,"80,000",127.587932045882,36.78511611593,정좌표
111,고려연수체육관,이동규,043-852-3500,충청북도 충주시 연수동산로 7 금영빌딩 4층 고려연수체육관(연수동),1명,120 ㎡,태권도,"지체, 청각/언어",[12월] 태권도 수련,20:00 ~ 21:00,"화,목","이동규,,이동규",2020.12.01 ~ 2020.12.10,지원,,"80,000",127.951620603847,36.9932651331473,정좌표
112,고봉산업서문목욕탕(시민헬스),권희동,053-521-9094,대구광역시 중구 달성공원로 2 시민사우나헬스(대신동),3명,270 ㎡,기타종목,지체,[12월] 다이어트댄스,08:30 ~ 09:20,"월,화,수,목,금",전혜경,2020.12.01 ~ 2020.12.10,미지원,,"80,000",128.579785918475,35.870778086943,정좌표
113,고봉산업서문목욕탕(시민헬스),권희동,053-521-9094,대구광역시 중구 달성공원로 2 시민사우나헬스(대신동),3명,270 ㎡,헬스,지체,[12월] 헬스,06:00 ~ 22:00,"월,화,수,목,금","권형중,,,김경호",2020.12.01 ~ 2020.12.10,미지원,,"80,000",128.579785918475,35.870778086943,정좌표
114,고봉산업서문목욕탕(시민헬스),권희동,053-521-9094,대구광역시 중구 달성공원로 2 시민사우나헬스(대신동),3명,270 ㎡,헬스,"지체, 청각/언어, 지적/자폐",[12월] 헬스+사우나,06:00 ~ 21:00,"월,화,수,목,금,토,일",김경호,2020.12.01 ~ 2020.12.10,미지원,,"80,000",128.579785918475,35.870778086943,정좌표
115,고양시 덕양행신장애인주간보호센터,선경석,031-839-6100,경기도 고양시 덕양구 서정마을2로 13 행신종합사회복지관 1층 고양시덕양행신장애인주간보호센터,2명,583 ㎡,기타종목,"시각, 지적/자폐",[12월] 실내조정교실,17:30 ~ 18:20,"화,목",박범열,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","49,000",126.847126528618,37.621382870541,정좌표
